dataset,instancia,n,R,archivo
uniforme-baja,BAJA-40,40,200,instancias/uniforme-baja/BAJA-40.txt
uniforme-baja,BAJA-41,41,205,instancias/uniforme-baja/BAJA-41.txt
uniforme-baja,BAJA-42,42,210,instancias/uniforme-baja/BAJA-42.txt
uniforme-baja,BAJA-43,43,215,instancias/uniforme-baja/BAJA-43.txt
uniforme-baja,BAJA-44,44,220,instancias/uniforme-baja/BAJA-44.txt
uniforme-baja,BAJA-45,45,225,instancias/uniforme-baja/BAJA-45.txt
uniforme-baja,BAJA-46,46,230,instancias/uniforme-baja/BAJA-46.txt
uniforme-baja,BAJA-47,47,235,instancias/uniforme-baja/BAJA-47.txt
uniforme-baja,BAJA-48,48,240,instancias/uniforme-baja/BAJA-48.txt
uniforme-baja,BAJA-49,49,245,instancias/uniforme-baja/BAJA-49.txt
uniforme-baja,BAJA-50,50,250,instancias/uniforme-baja/BAJA-50.txt
uniforme-baja,BAJA-51,51,255,instancias/uniforme-baja/BAJA-51.txt
uniforme-baja,BAJA-52,52,260,instancias/uniforme-baja/BAJA-52.txt
uniforme-baja,BAJA-53,53,265,instancias/uniforme-baja/BAJA-53.txt
uniforme-baja,BAJA-54,54,270,instancias/uniforme-baja/BAJA-54.txt
uniforme-baja,BAJA-55,55,275,instancias/uniforme-baja/BAJA-55.txt
uniforme-baja,BAJA-56,56,280,instancias/uniforme-baja/BAJA-56.txt
uniforme-baja,BAJA-57,57,285,instancias/uniforme-baja/BAJA-57.txt
uniforme-baja,BAJA-58,58,290,instancias/uniforme-baja/BAJA-58.txt
uniforme-baja,BAJA-59,59,295,instancias/uniforme-baja/BAJA-59.txt
uniforme-baja,BAJA-60,60,300,instancias/uniforme-baja/BAJA-60.txt
uniforme-baja,BAJA-61,61,305,instancias/uniforme-baja/BAJA-61.txt
uniforme-baja,BAJA-62,62,310,instancias/uniforme-baja/BAJA-62.txt
uniforme-baja,BAJA-63,63,315,instancias/uniforme-baja/BAJA-63.txt
uniforme-baja,BAJA-64,64,320,instancias/uniforme-baja/BAJA-64.txt
uniforme-baja,BAJA-65,65,325,instancias/uniforme-baja/BAJA-65.txt
uniforme-baja,BAJA-66,66,330,instancias/uniforme-baja/BAJA-66.txt
uniforme-baja,BAJA-67,67,335,instancias/uniforme-baja/BAJA-67.txt
uniforme-baja,BAJA-68,68,340,instancias/uniforme-baja/BAJA-68.txt
uniforme-baja,BAJA-69,69,345,instancias/uniforme-baja/BAJA-69.txt
uniforme-baja,BAJA-70,70,350,instancias/uniforme-baja/BAJA-70.txt
uniforme-baja,BAJA-71,71,355,instancias/uniforme-baja/BAJA-71.txt
uniforme-baja,BAJA-72,72,360,instancias/uniforme-baja/BAJA-72.txt
uniforme-baja,BAJA-73,73,365,instancias/uniforme-baja/BAJA-73.txt
uniforme-baja,BAJA-74,74,370,instancias/uniforme-baja/BAJA-74.txt
uniforme-baja,BAJA-75,75,375,instancias/uniforme-baja/BAJA-75.txt
uniforme-baja,BAJA-76,76,380,instancias/uniforme-baja/BAJA-76.txt
uniforme-baja,BAJA-77,77,385,instancias/uniforme-baja/BAJA-77.txt
uniforme-baja,BAJA-78,78,390,instancias/uniforme-baja/BAJA-78.txt
uniforme-baja,BAJA-79,79,395,instancias/uniforme-baja/BAJA-79.txt
uniforme-baja,BAJA-80,80,400,instancias/uniforme-baja/BAJA-80.txt
uniforme-baja,BAJA-81,81,405,instancias/uniforme-baja/BAJA-81.txt
uniforme-baja,BAJA-82,82,410,instancias/uniforme-baja/BAJA-82.txt
uniforme-baja,BAJA-83,83,415,instancias/uniforme-baja/BAJA-83.txt
uniforme-baja,BAJA-84,84,420,instancias/uniforme-baja/BAJA-84.txt
uniforme-baja,BAJA-85,85,425,instancias/uniforme-baja/BAJA-85.txt
uniforme-baja,BAJA-86,86,430,instancias/uniforme-baja/BAJA-86.txt
uniforme-baja,BAJA-87,87,435,instancias/uniforme-baja/BAJA-87.txt
uniforme-baja,BAJA-88,88,440,instancias/uniforme-baja/BAJA-88.txt
uniforme-baja,BAJA-89,89,445,instancias/uniforme-baja/BAJA-89.txt
uniforme-baja,BAJA-90,90,450,instancias/uniforme-baja/BAJA-90.txt
uniforme-baja,BAJA-91,91,455,instancias/uniforme-baja/BAJA-91.txt
uniforme-baja,BAJA-92,92,460,instancias/uniforme-baja/BAJA-92.txt
uniforme-baja,BAJA-93,93,465,instancias/uniforme-baja/BAJA-93.txt
uniforme-baja,BAJA-94,94,470,instancias/uniforme-baja/BAJA-94.txt
uniforme-baja,BAJA-95,95,475,instancias/uniforme-baja/BAJA-95.txt
uniforme-baja,BAJA-96,96,480,instancias/uniforme-baja/BAJA-96.txt
uniforme-baja,BAJA-97,97,485,instancias/uniforme-baja/BAJA-97.txt
uniforme-baja,BAJA-98,98,490,instancias/uniforme-baja/BAJA-98.txt
uniforme-baja,BAJA-99,99,495,instancias/uniforme-baja/BAJA-99.txt
uniforme-baja,BAJA-100,100,500,instancias/uniforme-baja/BAJA-100.txt
uniforme-baja,BAJA-101,101,505,instancias/uniforme-baja/BAJA-101.txt
uniforme-baja,BAJA-102,102,510,instancias/uniforme-baja/BAJA-102.txt
uniforme-baja,BAJA-103,103,515,instancias/uniforme-baja/BAJA-103.txt
uniforme-baja,BAJA-104,104,520,instancias/uniforme-baja/BAJA-104.txt
uniforme-baja,BAJA-105,105,525,instancias/uniforme-baja/BAJA-105.txt
uniforme-baja,BAJA-106,106,530,instancias/uniforme-baja/BAJA-106.txt
uniforme-baja,BAJA-107,107,535,instancias/uniforme-baja/BAJA-107.txt
uniforme-baja,BAJA-108,108,540,instancias/uniforme-baja/BAJA-108.txt
uniforme-baja,BAJA-109,109,545,instancias/uniforme-baja/BAJA-109.txt
uniforme-baja,BAJA-110,110,550,instancias/uniforme-baja/BAJA-110.txt
uniforme-baja,BAJA-111,111,555,instancias/uniforme-baja/BAJA-111.txt
uniforme-baja,BAJA-112,112,560,instancias/uniforme-baja/BAJA-112.txt
uniforme-baja,BAJA-113,113,565,instancias/uniforme-baja/BAJA-113.txt
uniforme-baja,BAJA-114,114,570,instancias/uniforme-baja/BAJA-114.txt
uniforme-baja,BAJA-115,115,575,instancias/uniforme-baja/BAJA-115.txt
uniforme-baja,BAJA-116,116,580,instancias/uniforme-baja/BAJA-116.txt
uniforme-baja,BAJA-117,117,585,instancias/uniforme-baja/BAJA-117.txt
uniforme-baja,BAJA-118,118,590,instancias/uniforme-baja/BAJA-118.txt
uniforme-baja,BAJA-119,119,595,instancias/uniforme-baja/BAJA-119.txt
uniforme-baja,BAJA-120,120,600,instancias/uniforme-baja/BAJA-120.txt
uniforme-baja,BAJA-121,121,605,instancias/uniforme-baja/BAJA-121.txt
uniforme-baja,BAJA-122,122,610,instancias/uniforme-baja/BAJA-122.txt
uniforme-baja,BAJA-123,123,615,instancias/uniforme-baja/BAJA-123.txt
uniforme-baja,BAJA-124,124,620,instancias/uniforme-baja/BAJA-124.txt
uniforme-baja,BAJA-125,125,625,instancias/uniforme-baja/BAJA-125.txt
uniforme-baja,BAJA-126,126,630,instancias/uniforme-baja/BAJA-126.txt
uniforme-baja,BAJA-127,127,635,instancias/uniforme-baja/BAJA-127.txt
uniforme-baja,BAJA-128,128,640,instancias/uniforme-baja/BAJA-128.txt
uniforme-baja,BAJA-129,129,645,instancias/uniforme-baja/BAJA-129.txt
uniforme-baja,BAJA-130,130,650,instancias/uniforme-baja/BAJA-130.txt
uniforme-baja,BAJA-131,131,655,instancias/uniforme-baja/BAJA-131.txt
uniforme-baja,BAJA-132,132,660,instancias/uniforme-baja/BAJA-132.txt
uniforme-baja,BAJA-133,133,665,instancias/uniforme-baja/BAJA-133.txt
uniforme-baja,BAJA-134,134,670,instancias/uniforme-baja/BAJA-134.txt
uniforme-baja,BAJA-135,135,675,instancias/uniforme-baja/BAJA-135.txt
uniforme-baja,BAJA-136,136,680,instancias/uniforme-baja/BAJA-136.txt
uniforme-baja,BAJA-137,137,685,instancias/uniforme-baja/BAJA-137.txt
uniforme-baja,BAJA-138,138,690,instancias/uniforme-baja/BAJA-138.txt
uniforme-baja,BAJA-139,139,695,instancias/uniforme-baja/BAJA-139.txt
uniforme-baja,BAJA-140,140,700,instancias/uniforme-baja/BAJA-140.txt
uniforme-baja,BAJA-141,141,705,instancias/uniforme-baja/BAJA-141.txt
uniforme-baja,BAJA-142,142,710,instancias/uniforme-baja/BAJA-142.txt
uniforme-baja,BAJA-143,143,715,instancias/uniforme-baja/BAJA-143.txt
uniforme-baja,BAJA-144,144,720,instancias/uniforme-baja/BAJA-144.txt
uniforme-baja,BAJA-145,145,725,instancias/uniforme-baja/BAJA-145.txt
uniforme-baja,BAJA-146,146,730,instancias/uniforme-baja/BAJA-146.txt
uniforme-baja,BAJA-147,147,735,instancias/uniforme-baja/BAJA-147.txt
uniforme-baja,BAJA-148,148,740,instancias/uniforme-baja/BAJA-148.txt
uniforme-baja,BAJA-149,149,745,instancias/uniforme-baja/BAJA-149.txt
uniforme-baja,BAJA-150,150,750,instancias/uniforme-baja/BAJA-150.txt
uniforme-baja,BAJA-151,151,755,instancias/uniforme-baja/BAJA-151.txt
uniforme-baja,BAJA-152,152,760,instancias/uniforme-baja/BAJA-152.txt
uniforme-baja,BAJA-153,153,765,instancias/uniforme-baja/BAJA-153.txt
uniforme-baja,BAJA-154,154,770,instancias/uniforme-baja/BAJA-154.txt
uniforme-baja,BAJA-155,155,775,instancias/uniforme-baja/BAJA-155.txt
uniforme-baja,BAJA-156,156,780,instancias/uniforme-baja/BAJA-156.txt
uniforme-baja,BAJA-157,157,785,instancias/uniforme-baja/BAJA-157.txt
uniforme-baja,BAJA-158,158,790,instancias/uniforme-baja/BAJA-158.txt
uniforme-baja,BAJA-159,159,795,instancias/uniforme-baja/BAJA-159.txt
uniforme-baja,BAJA-160,160,800,instancias/uniforme-baja/BAJA-160.txt
uniforme-baja,BAJA-161,161,805,instancias/uniforme-baja/BAJA-161.txt
uniforme-baja,BAJA-162,162,810,instancias/uniforme-baja/BAJA-162.txt
uniforme-baja,BAJA-163,163,815,instancias/uniforme-baja/BAJA-163.txt
uniforme-baja,BAJA-164,164,820,instancias/uniforme-baja/BAJA-164.txt
uniforme-baja,BAJA-165,165,825,instancias/uniforme-baja/BAJA-165.txt
uniforme-baja,BAJA-166,166,830,instancias/uniforme-baja/BAJA-166.txt
uniforme-baja,BAJA-167,167,835,instancias/uniforme-baja/BAJA-167.txt
uniforme-baja,BAJA-168,168,840,instancias/uniforme-baja/BAJA-168.txt
uniforme-baja,BAJA-169,169,845,instancias/uniforme-baja/BAJA-169.txt
uniforme-baja,BAJA-170,170,850,instancias/uniforme-baja/BAJA-170.txt
uniforme-baja,BAJA-171,171,855,instancias/uniforme-baja/BAJA-171.txt
uniforme-baja,BAJA-172,172,860,instancias/uniforme-baja/BAJA-172.txt
uniforme-baja,BAJA-173,173,865,instancias/uniforme-baja/BAJA-173.txt
uniforme-baja,BAJA-174,174,870,instancias/uniforme-baja/BAJA-174.txt
uniforme-baja,BAJA-175,175,875,instancias/uniforme-baja/BAJA-175.txt
uniforme-baja,BAJA-176,176,880,instancias/uniforme-baja/BAJA-176.txt
uniforme-baja,BAJA-177,177,885,instancias/uniforme-baja/BAJA-177.txt
uniforme-baja,BAJA-178,178,890,instancias/uniforme-baja/BAJA-178.txt
uniforme-baja,BAJA-179,179,895,instancias/uniforme-baja/BAJA-179.txt
uniforme-baja,BAJA-180,180,900,instancias/uniforme-baja/BAJA-180.txt
uniforme-baja,BAJA-181,181,905,instancias/uniforme-baja/BAJA-181.txt
uniforme-baja,BAJA-182,182,910,instancias/uniforme-baja/BAJA-182.txt
uniforme-baja,BAJA-183,183,915,instancias/uniforme-baja/BAJA-183.txt
uniforme-baja,BAJA-184,184,920,instancias/uniforme-baja/BAJA-184.txt
uniforme-baja,BAJA-185,185,925,instancias/uniforme-baja/BAJA-185.txt
uniforme-baja,BAJA-186,186,930,instancias/uniforme-baja/BAJA-186.txt
uniforme-baja,BAJA-187,187,935,instancias/uniforme-baja/BAJA-187.txt
uniforme-baja,BAJA-188,188,940,instancias/uniforme-baja/BAJA-188.txt
uniforme-baja,BAJA-189,189,945,instancias/uniforme-baja/BAJA-189.txt
uniforme-baja,BAJA-190,190,950,instancias/uniforme-baja/BAJA-190.txt
uniforme-baja,BAJA-191,191,955,instancias/uniforme-baja/BAJA-191.txt
uniforme-baja,BAJA-192,192,960,instancias/uniforme-baja/BAJA-192.txt
uniforme-baja,BAJA-193,193,965,instancias/uniforme-baja/BAJA-193.txt
uniforme-baja,BAJA-194,194,970,instancias/uniforme-baja/BAJA-194.txt
uniforme-baja,BAJA-195,195,975,instancias/uniforme-baja/BAJA-195.txt
uniforme-baja,BAJA-196,196,980,instancias/uniforme-baja/BAJA-196.txt
uniforme-baja,BAJA-197,197,985,instancias/uniforme-baja/BAJA-197.txt
uniforme-baja,BAJA-198,198,990,instancias/uniforme-baja/BAJA-198.txt
uniforme-baja,BAJA-199,199,995,instancias/uniforme-baja/BAJA-199.txt
uniforme-baja,BAJA-200,200,1000,instancias/uniforme-baja/BAJA-200.txt
