dataset,instancia,n,R,archivo
mejor-caso-bt,BT-MC-53,53,27,instancias/mejor-caso-bt/BT-MC-53.txt
mejor-caso-bt,BT-MC-54,54,27,instancias/mejor-caso-bt/BT-MC-54.txt
mejor-caso-bt,BT-MC-55,55,27,instancias/mejor-caso-bt/BT-MC-55.txt
mejor-caso-bt,BT-MC-56,56,27,instancias/mejor-caso-bt/BT-MC-56.txt
mejor-caso-bt,BT-MC-57,57,27,instancias/mejor-caso-bt/BT-MC-57.txt
mejor-caso-bt,BT-MC-58,58,27,instancias/mejor-caso-bt/BT-MC-58.txt
mejor-caso-bt,BT-MC-59,59,27,instancias/mejor-caso-bt/BT-MC-59.txt
mejor-caso-bt,BT-MC-60,60,27,instancias/mejor-caso-bt/BT-MC-60.txt
mejor-caso-bt,BT-MC-61,61,27,instancias/mejor-caso-bt/BT-MC-61.txt
mejor-caso-bt,BT-MC-62,62,27,instancias/mejor-caso-bt/BT-MC-62.txt
mejor-caso-bt,BT-MC-63,63,27,instancias/mejor-caso-bt/BT-MC-63.txt
mejor-caso-bt,BT-MC-64,64,27,instancias/mejor-caso-bt/BT-MC-64.txt
mejor-caso-bt,BT-MC-65,65,27,instancias/mejor-caso-bt/BT-MC-65.txt
mejor-caso-bt,BT-MC-66,66,27,instancias/mejor-caso-bt/BT-MC-66.txt
mejor-caso-bt,BT-MC-67,67,27,instancias/mejor-caso-bt/BT-MC-67.txt
mejor-caso-bt,BT-MC-68,68,27,instancias/mejor-caso-bt/BT-MC-68.txt
mejor-caso-bt,BT-MC-69,69,27,instancias/mejor-caso-bt/BT-MC-69.txt
mejor-caso-bt,BT-MC-70,70,27,instancias/mejor-caso-bt/BT-MC-70.txt
mejor-caso-bt,BT-MC-71,71,27,instancias/mejor-caso-bt/BT-MC-71.txt
mejor-caso-bt,BT-MC-72,72,27,instancias/mejor-caso-bt/BT-MC-72.txt
mejor-caso-bt,BT-MC-73,73,27,instancias/mejor-caso-bt/BT-MC-73.txt
mejor-caso-bt,BT-MC-74,74,27,instancias/mejor-caso-bt/BT-MC-74.txt
mejor-caso-bt,BT-MC-75,75,27,instancias/mejor-caso-bt/BT-MC-75.txt
mejor-caso-bt,BT-MC-76,76,27,instancias/mejor-caso-bt/BT-MC-76.txt
mejor-caso-bt,BT-MC-77,77,27,instancias/mejor-caso-bt/BT-MC-77.txt
mejor-caso-bt,BT-MC-78,78,27,instancias/mejor-caso-bt/BT-MC-78.txt
mejor-caso-bt,BT-MC-79,79,27,instancias/mejor-caso-bt/BT-MC-79.txt
mejor-caso-bt,BT-MC-80,80,27,instancias/mejor-caso-bt/BT-MC-80.txt
mejor-caso-bt,BT-MC-81,81,27,instancias/mejor-caso-bt/BT-MC-81.txt
mejor-caso-bt,BT-MC-82,82,27,instancias/mejor-caso-bt/BT-MC-82.txt
mejor-caso-bt,BT-MC-83,83,27,instancias/mejor-caso-bt/BT-MC-83.txt
mejor-caso-bt,BT-MC-84,84,27,instancias/mejor-caso-bt/BT-MC-84.txt
mejor-caso-bt,BT-MC-85,85,27,instancias/mejor-caso-bt/BT-MC-85.txt
mejor-caso-bt,BT-MC-86,86,27,instancias/mejor-caso-bt/BT-MC-86.txt
mejor-caso-bt,BT-MC-87,87,27,instancias/mejor-caso-bt/BT-MC-87.txt
mejor-caso-bt,BT-MC-88,88,27,instancias/mejor-caso-bt/BT-MC-88.txt
mejor-caso-bt,BT-MC-89,89,27,instancias/mejor-caso-bt/BT-MC-89.txt
mejor-caso-bt,BT-MC-90,90,27,instancias/mejor-caso-bt/BT-MC-90.txt
mejor-caso-bt,BT-MC-91,91,27,instancias/mejor-caso-bt/BT-MC-91.txt
mejor-caso-bt,BT-MC-92,92,27,instancias/mejor-caso-bt/BT-MC-92.txt
mejor-caso-bt,BT-MC-93,93,27,instancias/mejor-caso-bt/BT-MC-93.txt
mejor-caso-bt,BT-MC-94,94,27,instancias/mejor-caso-bt/BT-MC-94.txt
mejor-caso-bt,BT-MC-95,95,27,instancias/mejor-caso-bt/BT-MC-95.txt
mejor-caso-bt,BT-MC-96,96,27,instancias/mejor-caso-bt/BT-MC-96.txt
mejor-caso-bt,BT-MC-97,97,27,instancias/mejor-caso-bt/BT-MC-97.txt
mejor-caso-bt,BT-MC-98,98,27,instancias/mejor-caso-bt/BT-MC-98.txt
mejor-caso-bt,BT-MC-99,99,27,instancias/mejor-caso-bt/BT-MC-99.txt
mejor-caso-bt,BT-MC-100,100,27,instancias/mejor-caso-bt/BT-MC-100.txt
mejor-caso-bt,BT-MC-101,101,27,instancias/mejor-caso-bt/BT-MC-101.txt
mejor-caso-bt,BT-MC-102,102,27,instancias/mejor-caso-bt/BT-MC-102.txt
mejor-caso-bt,BT-MC-103,103,27,instancias/mejor-caso-bt/BT-MC-103.txt
mejor-caso-bt,BT-MC-104,104,27,instancias/mejor-caso-bt/BT-MC-104.txt
mejor-caso-bt,BT-MC-105,105,27,instancias/mejor-caso-bt/BT-MC-105.txt
mejor-caso-bt,BT-MC-106,106,27,instancias/mejor-caso-bt/BT-MC-106.txt
mejor-caso-bt,BT-MC-107,107,27,instancias/mejor-caso-bt/BT-MC-107.txt
mejor-caso-bt,BT-MC-108,108,27,instancias/mejor-caso-bt/BT-MC-108.txt
mejor-caso-bt,BT-MC-109,109,27,instancias/mejor-caso-bt/BT-MC-109.txt
mejor-caso-bt,BT-MC-110,110,27,instancias/mejor-caso-bt/BT-MC-110.txt
mejor-caso-bt,BT-MC-111,111,27,instancias/mejor-caso-bt/BT-MC-111.txt
mejor-caso-bt,BT-MC-112,112,27,instancias/mejor-caso-bt/BT-MC-112.txt
mejor-caso-bt,BT-MC-113,113,27,instancias/mejor-caso-bt/BT-MC-113.txt
mejor-caso-bt,BT-MC-114,114,27,instancias/mejor-caso-bt/BT-MC-114.txt
mejor-caso-bt,BT-MC-115,115,27,instancias/mejor-caso-bt/BT-MC-115.txt
mejor-caso-bt,BT-MC-116,116,27,instancias/mejor-caso-bt/BT-MC-116.txt
mejor-caso-bt,BT-MC-117,117,27,instancias/mejor-caso-bt/BT-MC-117.txt
mejor-caso-bt,BT-MC-118,118,27,instancias/mejor-caso-bt/BT-MC-118.txt
mejor-caso-bt,BT-MC-119,119,27,instancias/mejor-caso-bt/BT-MC-119.txt
mejor-caso-bt,BT-MC-120,120,27,instancias/mejor-caso-bt/BT-MC-120.txt
mejor-caso-bt,BT-MC-121,121,27,instancias/mejor-caso-bt/BT-MC-121.txt
mejor-caso-bt,BT-MC-122,122,27,instancias/mejor-caso-bt/BT-MC-122.txt
mejor-caso-bt,BT-MC-123,123,27,instancias/mejor-caso-bt/BT-MC-123.txt
mejor-caso-bt,BT-MC-124,124,27,instancias/mejor-caso-bt/BT-MC-124.txt
mejor-caso-bt,BT-MC-125,125,27,instancias/mejor-caso-bt/BT-MC-125.txt
mejor-caso-bt,BT-MC-126,126,27,instancias/mejor-caso-bt/BT-MC-126.txt
mejor-caso-bt,BT-MC-127,127,27,instancias/mejor-caso-bt/BT-MC-127.txt
mejor-caso-bt,BT-MC-128,128,27,instancias/mejor-caso-bt/BT-MC-128.txt
mejor-caso-bt,BT-MC-129,129,27,instancias/mejor-caso-bt/BT-MC-129.txt
mejor-caso-bt,BT-MC-130,130,27,instancias/mejor-caso-bt/BT-MC-130.txt
mejor-caso-bt,BT-MC-131,131,27,instancias/mejor-caso-bt/BT-MC-131.txt
mejor-caso-bt,BT-MC-132,132,27,instancias/mejor-caso-bt/BT-MC-132.txt
mejor-caso-bt,BT-MC-133,133,27,instancias/mejor-caso-bt/BT-MC-133.txt
mejor-caso-bt,BT-MC-134,134,27,instancias/mejor-caso-bt/BT-MC-134.txt
mejor-caso-bt,BT-MC-135,135,27,instancias/mejor-caso-bt/BT-MC-135.txt
mejor-caso-bt,BT-MC-136,136,27,instancias/mejor-caso-bt/BT-MC-136.txt
mejor-caso-bt,BT-MC-137,137,27,instancias/mejor-caso-bt/BT-MC-137.txt
mejor-caso-bt,BT-MC-138,138,27,instancias/mejor-caso-bt/BT-MC-138.txt
mejor-caso-bt,BT-MC-139,139,27,instancias/mejor-caso-bt/BT-MC-139.txt
mejor-caso-bt,BT-MC-140,140,27,instancias/mejor-caso-bt/BT-MC-140.txt
mejor-caso-bt,BT-MC-141,141,27,instancias/mejor-caso-bt/BT-MC-141.txt
mejor-caso-bt,BT-MC-142,142,27,instancias/mejor-caso-bt/BT-MC-142.txt
mejor-caso-bt,BT-MC-143,143,27,instancias/mejor-caso-bt/BT-MC-143.txt
mejor-caso-bt,BT-MC-144,144,27,instancias/mejor-caso-bt/BT-MC-144.txt
mejor-caso-bt,BT-MC-145,145,27,instancias/mejor-caso-bt/BT-MC-145.txt
mejor-caso-bt,BT-MC-146,146,27,instancias/mejor-caso-bt/BT-MC-146.txt
mejor-caso-bt,BT-MC-147,147,27,instancias/mejor-caso-bt/BT-MC-147.txt
mejor-caso-bt,BT-MC-148,148,27,instancias/mejor-caso-bt/BT-MC-148.txt
mejor-caso-bt,BT-MC-149,149,27,instancias/mejor-caso-bt/BT-MC-149.txt
mejor-caso-bt,BT-MC-150,150,27,instancias/mejor-caso-bt/BT-MC-150.txt
mejor-caso-bt,BT-MC-151,151,27,instancias/mejor-caso-bt/BT-MC-151.txt
mejor-caso-bt,BT-MC-152,152,27,instancias/mejor-caso-bt/BT-MC-152.txt
mejor-caso-bt,BT-MC-153,153,27,instancias/mejor-caso-bt/BT-MC-153.txt
mejor-caso-bt,BT-MC-154,154,27,instancias/mejor-caso-bt/BT-MC-154.txt
mejor-caso-bt,BT-MC-155,155,27,instancias/mejor-caso-bt/BT-MC-155.txt
mejor-caso-bt,BT-MC-156,156,27,instancias/mejor-caso-bt/BT-MC-156.txt
mejor-caso-bt,BT-MC-157,157,27,instancias/mejor-caso-bt/BT-MC-157.txt
mejor-caso-bt,BT-MC-158,158,27,instancias/mejor-caso-bt/BT-MC-158.txt
mejor-caso-bt,BT-MC-159,159,27,instancias/mejor-caso-bt/BT-MC-159.txt
mejor-caso-bt,BT-MC-160,160,27,instancias/mejor-caso-bt/BT-MC-160.txt
mejor-caso-bt,BT-MC-161,161,27,instancias/mejor-caso-bt/BT-MC-161.txt
mejor-caso-bt,BT-MC-162,162,27,instancias/mejor-caso-bt/BT-MC-162.txt
mejor-caso-bt,BT-MC-163,163,27,instancias/mejor-caso-bt/BT-MC-163.txt
mejor-caso-bt,BT-MC-164,164,27,instancias/mejor-caso-bt/BT-MC-164.txt
mejor-caso-bt,BT-MC-165,165,27,instancias/mejor-caso-bt/BT-MC-165.txt
mejor-caso-bt,BT-MC-166,166,27,instancias/mejor-caso-bt/BT-MC-166.txt
mejor-caso-bt,BT-MC-167,167,27,instancias/mejor-caso-bt/BT-MC-167.txt
mejor-caso-bt,BT-MC-168,168,27,instancias/mejor-caso-bt/BT-MC-168.txt
mejor-caso-bt,BT-MC-169,169,27,instancias/mejor-caso-bt/BT-MC-169.txt
mejor-caso-bt,BT-MC-170,170,27,instancias/mejor-caso-bt/BT-MC-170.txt
mejor-caso-bt,BT-MC-171,171,27,instancias/mejor-caso-bt/BT-MC-171.txt
mejor-caso-bt,BT-MC-172,172,27,instancias/mejor-caso-bt/BT-MC-172.txt
mejor-caso-bt,BT-MC-173,173,27,instancias/mejor-caso-bt/BT-MC-173.txt
mejor-caso-bt,BT-MC-174,174,27,instancias/mejor-caso-bt/BT-MC-174.txt
mejor-caso-bt,BT-MC-175,175,27,instancias/mejor-caso-bt/BT-MC-175.txt
mejor-caso-bt,BT-MC-176,176,27,instancias/mejor-caso-bt/BT-MC-176.txt
mejor-caso-bt,BT-MC-177,177,27,instancias/mejor-caso-bt/BT-MC-177.txt
mejor-caso-bt,BT-MC-178,178,27,instancias/mejor-caso-bt/BT-MC-178.txt
mejor-caso-bt,BT-MC-179,179,27,instancias/mejor-caso-bt/BT-MC-179.txt
mejor-caso-bt,BT-MC-180,180,27,instancias/mejor-caso-bt/BT-MC-180.txt
mejor-caso-bt,BT-MC-181,181,27,instancias/mejor-caso-bt/BT-MC-181.txt
mejor-caso-bt,BT-MC-182,182,27,instancias/mejor-caso-bt/BT-MC-182.txt
mejor-caso-bt,BT-MC-183,183,27,instancias/mejor-caso-bt/BT-MC-183.txt
mejor-caso-bt,BT-MC-184,184,27,instancias/mejor-caso-bt/BT-MC-184.txt
mejor-caso-bt,BT-MC-185,185,27,instancias/mejor-caso-bt/BT-MC-185.txt
mejor-caso-bt,BT-MC-186,186,27,instancias/mejor-caso-bt/BT-MC-186.txt
mejor-caso-bt,BT-MC-187,187,27,instancias/mejor-caso-bt/BT-MC-187.txt
mejor-caso-bt,BT-MC-188,188,27,instancias/mejor-caso-bt/BT-MC-188.txt
mejor-caso-bt,BT-MC-189,189,27,instancias/mejor-caso-bt/BT-MC-189.txt
mejor-caso-bt,BT-MC-190,190,27,instancias/mejor-caso-bt/BT-MC-190.txt
mejor-caso-bt,BT-MC-191,191,27,instancias/mejor-caso-bt/BT-MC-191.txt
mejor-caso-bt,BT-MC-192,192,27,instancias/mejor-caso-bt/BT-MC-192.txt
mejor-caso-bt,BT-MC-193,193,27,instancias/mejor-caso-bt/BT-MC-193.txt
mejor-caso-bt,BT-MC-194,194,27,instancias/mejor-caso-bt/BT-MC-194.txt
mejor-caso-bt,BT-MC-195,195,27,instancias/mejor-caso-bt/BT-MC-195.txt
mejor-caso-bt,BT-MC-196,196,27,instancias/mejor-caso-bt/BT-MC-196.txt
mejor-caso-bt,BT-MC-197,197,27,instancias/mejor-caso-bt/BT-MC-197.txt
mejor-caso-bt,BT-MC-198,198,27,instancias/mejor-caso-bt/BT-MC-198.txt
mejor-caso-bt,BT-MC-199,199,27,instancias/mejor-caso-bt/BT-MC-199.txt
mejor-caso-bt,BT-MC-200,200,27,instancias/mejor-caso-bt/BT-MC-200.txt
