dataset,instancia,n,R,archivo
optimalidad-prom,PROM-O-98,98,196,instancias/optimalidad-prom/PROM-O-98.txt
optimalidad-prom,PROM-O-99,99,198,instancias/optimalidad-prom/PROM-O-99.txt
optimalidad-prom,PROM-O-100,100,200,instancias/optimalidad-prom/PROM-O-100.txt
optimalidad-prom,PROM-O-101,101,202,instancias/optimalidad-prom/PROM-O-101.txt
optimalidad-prom,PROM-O-102,102,204,instancias/optimalidad-prom/PROM-O-102.txt
optimalidad-prom,PROM-O-103,103,206,instancias/optimalidad-prom/PROM-O-103.txt
optimalidad-prom,PROM-O-104,104,208,instancias/optimalidad-prom/PROM-O-104.txt
optimalidad-prom,PROM-O-105,105,210,instancias/optimalidad-prom/PROM-O-105.txt
optimalidad-prom,PROM-O-106,106,212,instancias/optimalidad-prom/PROM-O-106.txt
optimalidad-prom,PROM-O-107,107,214,instancias/optimalidad-prom/PROM-O-107.txt
optimalidad-prom,PROM-O-108,108,216,instancias/optimalidad-prom/PROM-O-108.txt
optimalidad-prom,PROM-O-109,109,218,instancias/optimalidad-prom/PROM-O-109.txt
optimalidad-prom,PROM-O-110,110,220,instancias/optimalidad-prom/PROM-O-110.txt
optimalidad-prom,PROM-O-111,111,222,instancias/optimalidad-prom/PROM-O-111.txt
optimalidad-prom,PROM-O-112,112,224,instancias/optimalidad-prom/PROM-O-112.txt
optimalidad-prom,PROM-O-113,113,226,instancias/optimalidad-prom/PROM-O-113.txt
optimalidad-prom,PROM-O-114,114,228,instancias/optimalidad-prom/PROM-O-114.txt
optimalidad-prom,PROM-O-115,115,230,instancias/optimalidad-prom/PROM-O-115.txt
optimalidad-prom,PROM-O-116,116,232,instancias/optimalidad-prom/PROM-O-116.txt
optimalidad-prom,PROM-O-117,117,234,instancias/optimalidad-prom/PROM-O-117.txt
optimalidad-prom,PROM-O-118,118,236,instancias/optimalidad-prom/PROM-O-118.txt
optimalidad-prom,PROM-O-119,119,238,instancias/optimalidad-prom/PROM-O-119.txt
optimalidad-prom,PROM-O-120,120,240,instancias/optimalidad-prom/PROM-O-120.txt
optimalidad-prom,PROM-O-121,121,242,instancias/optimalidad-prom/PROM-O-121.txt
optimalidad-prom,PROM-O-122,122,244,instancias/optimalidad-prom/PROM-O-122.txt
optimalidad-prom,PROM-O-123,123,246,instancias/optimalidad-prom/PROM-O-123.txt
optimalidad-prom,PROM-O-124,124,248,instancias/optimalidad-prom/PROM-O-124.txt
optimalidad-prom,PROM-O-125,125,250,instancias/optimalidad-prom/PROM-O-125.txt
optimalidad-prom,PROM-O-126,126,252,instancias/optimalidad-prom/PROM-O-126.txt
optimalidad-prom,PROM-O-127,127,254,instancias/optimalidad-prom/PROM-O-127.txt
optimalidad-prom,PROM-O-128,128,256,instancias/optimalidad-prom/PROM-O-128.txt
optimalidad-prom,PROM-O-129,129,258,instancias/optimalidad-prom/PROM-O-129.txt
optimalidad-prom,PROM-O-130,130,260,instancias/optimalidad-prom/PROM-O-130.txt
optimalidad-prom,PROM-O-131,131,262,instancias/optimalidad-prom/PROM-O-131.txt
optimalidad-prom,PROM-O-132,132,264,instancias/optimalidad-prom/PROM-O-132.txt
optimalidad-prom,PROM-O-133,133,266,instancias/optimalidad-prom/PROM-O-133.txt
optimalidad-prom,PROM-O-134,134,268,instancias/optimalidad-prom/PROM-O-134.txt
optimalidad-prom,PROM-O-135,135,270,instancias/optimalidad-prom/PROM-O-135.txt
optimalidad-prom,PROM-O-136,136,272,instancias/optimalidad-prom/PROM-O-136.txt
optimalidad-prom,PROM-O-137,137,274,instancias/optimalidad-prom/PROM-O-137.txt
optimalidad-prom,PROM-O-138,138,276,instancias/optimalidad-prom/PROM-O-138.txt
optimalidad-prom,PROM-O-139,139,278,instancias/optimalidad-prom/PROM-O-139.txt
optimalidad-prom,PROM-O-140,140,280,instancias/optimalidad-prom/PROM-O-140.txt
optimalidad-prom,PROM-O-141,141,282,instancias/optimalidad-prom/PROM-O-141.txt
optimalidad-prom,PROM-O-142,142,284,instancias/optimalidad-prom/PROM-O-142.txt
optimalidad-prom,PROM-O-143,143,286,instancias/optimalidad-prom/PROM-O-143.txt
optimalidad-prom,PROM-O-144,144,288,instancias/optimalidad-prom/PROM-O-144.txt
optimalidad-prom,PROM-O-145,145,290,instancias/optimalidad-prom/PROM-O-145.txt
optimalidad-prom,PROM-O-146,146,292,instancias/optimalidad-prom/PROM-O-146.txt
optimalidad-prom,PROM-O-147,147,294,instancias/optimalidad-prom/PROM-O-147.txt
optimalidad-prom,PROM-O-148,148,296,instancias/optimalidad-prom/PROM-O-148.txt
optimalidad-prom,PROM-O-149,149,298,instancias/optimalidad-prom/PROM-O-149.txt
optimalidad-prom,PROM-O-150,150,300,instancias/optimalidad-prom/PROM-O-150.txt
optimalidad-prom,PROM-O-151,151,302,instancias/optimalidad-prom/PROM-O-151.txt
optimalidad-prom,PROM-O-152,152,304,instancias/optimalidad-prom/PROM-O-152.txt
optimalidad-prom,PROM-O-153,153,306,instancias/optimalidad-prom/PROM-O-153.txt
optimalidad-prom,PROM-O-154,154,308,instancias/optimalidad-prom/PROM-O-154.txt
optimalidad-prom,PROM-O-155,155,310,instancias/optimalidad-prom/PROM-O-155.txt
optimalidad-prom,PROM-O-156,156,312,instancias/optimalidad-prom/PROM-O-156.txt
optimalidad-prom,PROM-O-157,157,314,instancias/optimalidad-prom/PROM-O-157.txt
optimalidad-prom,PROM-O-158,158,316,instancias/optimalidad-prom/PROM-O-158.txt
optimalidad-prom,PROM-O-159,159,318,instancias/optimalidad-prom/PROM-O-159.txt
optimalidad-prom,PROM-O-160,160,320,instancias/optimalidad-prom/PROM-O-160.txt
optimalidad-prom,PROM-O-161,161,322,instancias/optimalidad-prom/PROM-O-161.txt
optimalidad-prom,PROM-O-162,162,324,instancias/optimalidad-prom/PROM-O-162.txt
optimalidad-prom,PROM-O-163,163,326,instancias/optimalidad-prom/PROM-O-163.txt
optimalidad-prom,PROM-O-164,164,328,instancias/optimalidad-prom/PROM-O-164.txt
optimalidad-prom,PROM-O-165,165,330,instancias/optimalidad-prom/PROM-O-165.txt
optimalidad-prom,PROM-O-166,166,332,instancias/optimalidad-prom/PROM-O-166.txt
optimalidad-prom,PROM-O-167,167,334,instancias/optimalidad-prom/PROM-O-167.txt
optimalidad-prom,PROM-O-168,168,336,instancias/optimalidad-prom/PROM-O-168.txt
optimalidad-prom,PROM-O-169,169,338,instancias/optimalidad-prom/PROM-O-169.txt
optimalidad-prom,PROM-O-170,170,340,instancias/optimalidad-prom/PROM-O-170.txt
optimalidad-prom,PROM-O-171,171,342,instancias/optimalidad-prom/PROM-O-171.txt
optimalidad-prom,PROM-O-172,172,344,instancias/optimalidad-prom/PROM-O-172.txt
optimalidad-prom,PROM-O-173,173,346,instancias/optimalidad-prom/PROM-O-173.txt
optimalidad-prom,PROM-O-174,174,348,instancias/optimalidad-prom/PROM-O-174.txt
optimalidad-prom,PROM-O-175,175,350,instancias/optimalidad-prom/PROM-O-175.txt
optimalidad-prom,PROM-O-176,176,352,instancias/optimalidad-prom/PROM-O-176.txt
optimalidad-prom,PROM-O-177,177,354,instancias/optimalidad-prom/PROM-O-177.txt
optimalidad-prom,PROM-O-178,178,356,instancias/optimalidad-prom/PROM-O-178.txt
optimalidad-prom,PROM-O-179,179,358,instancias/optimalidad-prom/PROM-O-179.txt
optimalidad-prom,PROM-O-180,180,360,instancias/optimalidad-prom/PROM-O-180.txt
optimalidad-prom,PROM-O-181,181,362,instancias/optimalidad-prom/PROM-O-181.txt
optimalidad-prom,PROM-O-182,182,364,instancias/optimalidad-prom/PROM-O-182.txt
optimalidad-prom,PROM-O-183,183,366,instancias/optimalidad-prom/PROM-O-183.txt
optimalidad-prom,PROM-O-184,184,368,instancias/optimalidad-prom/PROM-O-184.txt
optimalidad-prom,PROM-O-185,185,370,instancias/optimalidad-prom/PROM-O-185.txt
optimalidad-prom,PROM-O-186,186,372,instancias/optimalidad-prom/PROM-O-186.txt
optimalidad-prom,PROM-O-187,187,374,instancias/optimalidad-prom/PROM-O-187.txt
optimalidad-prom,PROM-O-188,188,376,instancias/optimalidad-prom/PROM-O-188.txt
optimalidad-prom,PROM-O-189,189,378,instancias/optimalidad-prom/PROM-O-189.txt
optimalidad-prom,PROM-O-190,190,380,instancias/optimalidad-prom/PROM-O-190.txt
optimalidad-prom,PROM-O-191,191,382,instancias/optimalidad-prom/PROM-O-191.txt
optimalidad-prom,PROM-O-192,192,384,instancias/optimalidad-prom/PROM-O-192.txt
optimalidad-prom,PROM-O-193,193,386,instancias/optimalidad-prom/PROM-O-193.txt
optimalidad-prom,PROM-O-194,194,388,instancias/optimalidad-prom/PROM-O-194.txt
optimalidad-prom,PROM-O-195,195,390,instancias/optimalidad-prom/PROM-O-195.txt
optimalidad-prom,PROM-O-196,196,392,instancias/optimalidad-prom/PROM-O-196.txt
optimalidad-prom,PROM-O-197,197,394,instancias/optimalidad-prom/PROM-O-197.txt
optimalidad-prom,PROM-O-198,198,396,instancias/optimalidad-prom/PROM-O-198.txt
optimalidad-prom,PROM-O-199,199,398,instancias/optimalidad-prom/PROM-O-199.txt
optimalidad-prom,PROM-O-200,200,400,instancias/optimalidad-prom/PROM-O-200.txt
